#grid point     #iterations     #chem_iter      #cond_iter      converged               elem_conserved          p (bar)                 T (K)                   n_<tot> (cm-3)          n_g (cm-3)              m (u)                   e-      Al      Ar      C       Ca      Cl      Co      Cr      Cu      F       Fe      Ge      H       He      K       Mg      Mn      N       Na      Ne      Ni      O       P       S       Si      Ti      V       Zn      
89              0               8               0               ok                      ok                      9.5494856398e-08        1.0000000000e+03        1.2859255812e+12        6.9166642932e+11        2.3261515208e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
90              0               8               0               ok                      ok                      9.7946966707e-08        1.0000000000e+03        1.3189455583e+12        7.0942699199e+11        2.3261516425e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
91              0               8               0               ok                      ok                      1.0046204213e-07        1.0000000000e+03        1.3528134209e+12        7.2764360916e+11        2.3261517629e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
92              0               8               0               ok                      ok                      1.0304169950e-07        1.0000000000e+03        1.3875509412e+12        7.4632799137e+11        2.3261518818e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
93              0               8               0               ok                      ok                      1.0568759712e-07        1.0000000000e+03        1.4231804502e+12        7.6549214984e+11        2.3261519994e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
94              0               8               0               ok                      ok                      1.0840143592e-07        1.0000000000e+03        1.4597248522e+12        7.8514840425e+11        2.3261521157e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
95              0               8               0               ok                      ok                      1.1118496048e-07        1.0000000000e+03        1.4972076398e+12        8.0530939060e+11        2.3261522307e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
96              0               8               0               ok                      ok                      1.1403996020e-07        1.0000000000e+03        1.5356529089e+12        8.2598806936e+11        2.3261523443e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
97              0               8               0               ok                      ok                      1.1696827040e-07        1.0000000000e+03        1.5750853741e+12        8.4719773380e+11        2.3261524567e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
98              0               8               0               ok                      ok                      1.1997177354e-07        1.0000000000e+03        1.6155303844e+12        8.6895201853e+11        2.3261525678e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
