#p (bar)        	T (K)           	n_<tot> (cm-3)  	n_g (cm-3)      	m (u)           	H2O1            	C1O2            	C1O1            	C1H4            	H3N1            
1.1969557024e-02	1.0000000000e+03	1.6118417901e+17	8.6695148612e+16	2.3261969276e+00	2.9360180039e-04	2.4253235598e-07	4.8888433715e-04	5.9259935718e-06	4.2848649185e-08
1.2276910480e-02	1.0000000000e+03	1.6532315665e+17	8.8921300634e+16	2.3261983551e+00	2.9386782804e-04	2.4260396301e-07	4.8858577564e-04	6.2247802072e-06	4.3948690161e-08
1.2592156137e-02	1.0000000000e+03	1.6956842227e+17	9.1204615633e+16	2.3261998510e+00	2.9414770950e-04	2.4267950341e-07	4.8827266020e-04	6.5381312256e-06	4.5076965877e-08
1.2915496650e-02	1.0000000000e+03	1.7392270566e+17	9.3546561437e+16	2.3262014185e+00	2.9444207058e-04	2.4275912237e-07	4.8794433075e-04	6.8667072363e-06	4.6234200690e-08
1.3247139879e-02	1.0000000000e+03	1.7838880678e+17	9.5948643563e+16	2.3262030606e+00	2.9475156093e-04	2.4284296724e-07	4.8760010198e-04	7.2111940747e-06	4.7421137525e-08
1.3587299019e-02	1.0000000000e+03	1.8296959751e+17	9.8412406187e+16	2.3262047808e+00	2.9507685446e-04	2.4293118728e-07	4.8723926288e-04	7.5723033208e-06	4.8638538343e-08
1.3936192742e-02	1.0000000000e+03	1.8766802352e+17	1.0093943314e+17	2.3262065825e+00	2.9541864979e-04	2.4302393318e-07	4.8686107622e-04	7.9507727848e-06	4.9887184634e-08
1.4294045334e-02	1.0000000000e+03	1.9248710617e+17	1.0353134891e+17	2.3262084694e+00	2.9577767064e-04	2.4312135665e-07	4.8646477811e-04	8.3473669550e-06	5.1167877913e-08
1.4661086840e-02	1.0000000000e+03	1.9742994443e+17	1.0618981972e+17	2.3262104451e+00	2.9615466613e-04	2.4322360987e-07	4.8604957764e-04	8.7628774035e-06	5.2481440231e-08
1.5037553213e-02	1.0000000000e+03	2.0249971693e+17	1.0891655456e+17	2.3262125135e+00	2.9655041109e-04	2.4333084490e-07	4.8561465645e-04	9.1981231435e-06	5.3828714705e-08
1.5423686463e-02	1.0000000000e+03	2.0769968395e+17	1.1171330630e+17	2.3262146786e+00	2.9696570629e-04	2.4344321309e-07	4.8515916847e-04	9.6539509329e-06	5.5210566050e-08
1.5819734816e-02	1.0000000000e+03	2.1303318956e+17	1.1458187284e+17	2.3262169445e+00	2.9740137860e-04	2.4356086428e-07	4.8468223969e-04	1.0131235519e-05	5.6627881138e-08
1.6225952871e-02	1.0000000000e+03	2.1850366375e+17	1.1752409824e+17	2.3262193155e+00	2.9785828108e-04	2.4368394606e-07	4.8418296795e-04	1.0630879817e-05	5.8081569557e-08
1.6642601765e-02	1.0000000000e+03	2.2411462466e+17	1.2054187389e+17	2.3262217959e+00	2.9833729300e-04	2.4381260289e-07	4.8366042283e-04	1.1153815017e-05	5.9572564197e-08
1.7069949340e-02	1.0000000000e+03	2.2986968083e+17	1.2363713978e+17	2.3262243912e+00	2.9883935037e-04	2.4394700061e-07	4.8311364680e-04	1.1700999446e-05	6.1101821835e-08
1.7508270317e-02	1.0000000000e+03	2.3577253354e+17	1.2681188570e+17	2.3262271041e+00	2.9936532095e-04	2.4408722120e-07	4.8254165065e-04	1.2273423248e-05	6.2670323778e-08
1.7957846470e-02	1.0000000000e+03	2.4182697917e+17	1.3006815251e+17	2.3262299403e+00	2.9991619476e-04	2.4423342092e-07	4.8194342056e-04	1.2872101085e-05	6.4279076443e-08
1.8418966808e-02	1.0000000000e+03	2.4803691169e+17	1.3340803353e+17	2.3262329048e+00	3.0049295446e-04	2.4438572109e-07	4.8131791371e-04	1.3498076692e-05	6.5929112026e-08
1.8891927762e-02	1.0000000000e+03	2.5440632512e+17	1.3683367577e+17	2.3262360027e+00	3.0109660771e-04	2.4454423418e-07	4.8066405981e-04	1.4152421338e-05	6.7621489157e-08
1.9377033375e-02	1.0000000000e+03	2.6093931615e+17	1.4034728142e+17	2.3262392390e+00	3.0172818663e-04	2.4470906235e-07	4.7998076150e-04	1.4836233375e-05	6.9357293573e-08
1.9874595496e-02	1.0000000000e+03	2.6764008673e+17	1.4395110919e+17	2.3262426192e+00	3.0238874712e-04	2.4488029591e-07	4.7926689494e-04	1.5550637682e-05	7.1137638811e-08
2.0384933983e-02	1.0000000000e+03	2.7451294683e+17	1.4764747581e+17	2.3262461485e+00	3.0307936809e-04	2.4505801168e-07	4.7852131048e-04	1.6296784982e-05	7.2963666916e-08
2.0908376906e-02	1.0000000000e+03	2.8156231718e+17	1.5143875747e+17	2.3262498327e+00	3.0380115053e-04	2.4524227126e-07	4.7774283348e-04	1.7075851048e-05	7.4836549172e-08
2.1445260760e-02	1.0000000000e+03	2.8879273214e+17	1.5532739139e+17	2.3262536772e+00	3.0455521645e-04	2.4543311913e-07	4.7693026519e-04	1.7889035776e-05	7.6757486846e-08
2.1995930680e-02	1.0000000000e+03	2.9620884261e+17	1.5931587739e+17	2.3262576880e+00	3.0534270773e-04	2.4563058072e-07	4.7608238387e-04	1.8737562127e-05	7.8727711951e-08
2.2560740665e-02	1.0000000000e+03	3.0381541905e+17	1.6340677946e+17	2.3262618708e+00	3.0616478482e-04	2.4583466029e-07	4.7519794592e-04	1.9622674939e-05	8.0748488038e-08
2.3140053801e-02	1.0000000000e+03	3.1161735450e+17	1.6760272742e+17	2.3262662316e+00	3.0702262520e-04	2.4604533882e-07	4.7427568724e-04	2.0545639609e-05	8.2821110992e-08
2.3734242500e-02	1.0000000000e+03	3.1961966781e+17	1.7190641865e+17	2.3262707766e+00	3.0791742188e-04	2.4626257166e-07	4.7331432468e-04	2.1507740628e-05	8.4946909864e-08
2.4343688735e-02	1.0000000000e+03	3.2782750681e+17	1.7632061976e+17	2.3262755119e+00	3.0885038162e-04	2.4648628621e-07	4.7231255764e-04	2.2510279991e-05	8.7127247711e-08
2.4968784289e-02	1.0000000000e+03	3.3624615168e+17	1.8084816843e+17	2.3262804436e+00	3.0982272304e-04	2.4671637939e-07	4.7126906978e-04	2.3554575460e-05	8.9363522471e-08
2.5609931003e-02	1.0000000000e+03	3.4488101830e+17	1.8549197517e+17	2.3262855782e+00	3.1083567460e-04	2.4695271515e-07	4.7018253091e-04	2.4641958703e-05	9.1657167844e-08
2.6267541037e-02	1.0000000000e+03	3.5373766178e+17	1.9025502526e+17	2.3262909220e+00	3.1189047247e-04	2.4719512177e-07	4.6905159900e-04	2.5773773292e-05	9.4009654210e-08
2.6942037137e-02	1.0000000000e+03	3.6282178003e+17	1.9514038062e+17	2.3262964813e+00	3.1298835821e-04	2.4744338920e-07	4.6787492229e-04	2.6951372574e-05	9.6422489563e-08
2.7633852901e-02	1.0000000000e+03	3.7213921742e+17	2.0015118180e+17	2.3263022627e+00	3.1413057638e-04	2.4769726625e-07	4.6665114153e-04	2.8176117418e-05	9.8897220469e-08
2.8343433062e-02	1.0000000000e+03	3.8169596858e+17	2.0529064999e+17	2.3263082726e+00	3.1531837191e-04	2.4795645780e-07	4.6537889238e-04	2.9449373842e-05	1.0143543305e-07
2.9071233773e-02	1.0000000000e+03	3.9149818220e+17	2.1056208908e+17	2.3263145176e+00	3.1655298752e-04	2.4822062191e-07	4.6405680792e-04	3.0772510518e-05	1.0403875399e-07
2.9817722900e-02	1.0000000000e+03	4.0155216508e+17	2.1596888782e+17	2.3263210041e+00	3.1783566087e-04	2.4848936696e-07	4.6268352119e-04	3.2146896183e-05	1.0670885157e-07
3.0583380324e-02	1.0000000000e+03	4.1186438610e+17	2.2151452197e+17	2.3263277387e+00	3.1916762171e-04	2.4876224873e-07	4.6125766792e-04	3.3573896935e-05	1.0944743673e-07
3.1368698246e-02	1.0000000000e+03	4.2244148046e+17	2.2720255652e+17	2.3263347279e+00	3.2055008882e-04	2.4903876752e-07	4.5977788935e-04	3.5054873445e-05	1.1225626417e-07
3.2174181507e-02	1.0000000000e+03	4.3329025392e+17	2.3303664803e+17	2.3263419781e+00	3.2198426702e-04	2.4931836526e-07	4.5824283503e-04	3.6591178081e-05	1.1513713341e-07
3.3000347911e-02	1.0000000000e+03	4.4441768721e+17	2.3902054694e+17	2.3263494957e+00	3.2347134391e-04	2.4960042271e-07	4.5665116584e-04	3.8184151964e-05	1.1809189001e-07
3.3847728559e-02	1.0000000000e+03	4.5583094048e+17	2.4515809999e+17	2.3263572871e+00	3.2501248670e-04	2.4988425660e-07	4.5500155699e-04	3.9835121947e-05	1.2112242669e-07
3.4716868189e-02	1.0000000000e+03	4.6753735797e+17	2.5145325270e+17	2.3263653586e+00	3.2660883887e-04	2.5016911701e-07	4.5329270103e-04	4.1545397546e-05	1.2423068453e-07
3.5608325526e-02	1.0000000000e+03	4.7954447271e+17	2.5791005191e+17	2.3263737163e+00	3.2826151685e-04	2.5045418472e-07	4.5152331108e-04	4.3316267826e-05	1.2741865424e-07
3.6522673643e-02	1.0000000000e+03	4.9186001136e+17	2.6453264836e+17	2.3263823665e+00	3.2997160660e-04	2.5073856868e-07	4.4969212386e-04	4.5148998243e-05	1.3068837737e-07
3.7460500327e-02	1.0000000000e+03	5.0449189923e+17	2.7132529939e+17	2.3263913150e+00	3.3174016020e-04	2.5102130370e-07	4.4779790296e-04	4.7044827462e-05	1.3404194767e-07
3.8422408461e-02	1.0000000000e+03	5.1744826535e+17	2.7829237164e+17	2.3264005678e+00	3.3356819239e-04	2.5130134823e-07	4.4583944200e-04	4.9004964159e-05	1.3748151233e-07
3.9409016404e-02	1.0000000000e+03	5.3073744769e+17	2.8543834388e+17	2.3264101305e+00	3.3545667710e-04	2.5157758230e-07	4.4381556787e-04	5.1030583804e-05	1.4100927343e-07
4.0420958398e-02	1.0000000000e+03	5.4436799857e+17	2.9276780991e+17	2.3264200087e+00	3.3740654402e-04	2.5184880574e-07	4.4172514390e-04	5.3122825453e-05	1.4462748929e-07
4.1458884968e-02	1.0000000000e+03	5.5834869017e+17	3.0028548145e+17	2.3264302078e+00	3.3941867506e-04	2.5211373654e-07	4.3956707310e-04	5.5282788532e-05	1.4833847590e-07
4.2523463345e-02	1.0000000000e+03	5.7268852012e+17	3.0799619125e+17	2.3264407330e+00	3.4149390099e-04	2.5237100951e-07	4.3734030136e-04	5.7511529642e-05	1.5214460838e-07
4.3615377892e-02	1.0000000000e+03	5.8739671735e+17	3.1590489612e+17	2.3264515893e+00	3.4363299792e-04	2.5261917517e-07	4.3504382061e-04	5.9810059373e-05	1.5604832252e-07
4.4735330545e-02	1.0000000000e+03	6.0248274800e+17	3.2401668016e+17	2.3264627815e+00	3.4583668394e-04	2.5285669897e-07	4.3267667200e-04	6.2179339143e-05	1.6005211628e-07
4.5884041265e-02	1.0000000000e+03	6.1795632154e+17	3.3233675804e+17	2.3264743140e+00	3.4810561570e-04	2.5308196075e-07	4.3023794901e-04	6.4620278060e-05	1.6415855139e-07
4.7062248498e-02	1.0000000000e+03	6.3382739700e+17	3.4087047829e+17	2.3264861913e+00	3.5044038512e-04	2.5329325464e-07	4.2772680060e-04	6.7133729812e-05	1.6837025498e-07
4.8270709656e-02	1.0000000000e+03	6.5010618936e+17	3.4962332683e+17	2.3264984173e+00	3.5284151603e-04	2.5348878921e-07	4.2514243425e-04	6.9720489582e-05	1.7268992122e-07
4.9510201596e-02	1.0000000000e+03	6.6680317618e+17	3.5860093040e+17	2.3265109959e+00	3.5530946095e-04	2.5366668805e-07	4.2248411901e-04	7.2381291001e-05	1.7712031302e-07
5.0781521123e-02	1.0000000000e+03	6.8392910429e+17	3.6780906026e+17	2.3265239304e+00	3.5784459786e-04	2.5382499075e-07	4.1975118855e-04	7.5116803125e-05	1.8166426380e-07
5.2085485506e-02	1.0000000000e+03	7.0149499669e+17	3.7725363583e+17	2.3265372248e+00	3.6044722463e-04	2.5396165226e-07	4.1694304364e-04	7.7927627876e-05	1.8632467924e-07
5.3422932995e-02	1.0000000000e+03	7.1951215975e+17	3.8694072857e+17	2.3265508802e+00	3.6311754320e-04	2.5407453444e-07	4.1405915281e-04	8.0814299554e-05	1.9110453921e-07
5.4794723369e-02	1.0000000000e+03	7.3799219034e+17	3.9687656580e+17	2.3265649002e+00	3.6585570680e-04	2.5416144923e-07	4.1109906437e-04	8.3777272553e-05	1.9600689949e-07
5.6201738481e-02	1.0000000000e+03	7.5694698338e+17	4.0706753477e+17	2.3265792869e+00	3.6866176496e-04	2.5422011902e-07	4.0806240004e-04	8.6816927921e-05	2.0103489385e-07
5.7644882829e-02	1.0000000000e+03	7.7638873947e+17	4.1752018673e+17	2.3265940421e+00	3.7153567776e-04	2.5424819386e-07	4.0494886084e-04	8.9933567389e-05	2.0619173593e-07
5.9125084138e-02	1.0000000000e+03	7.9632997270e+17	4.2824124117e+17	2.3266091673e+00	3.7447731307e-04	2.5424325533e-07	4.0175822996e-04	9.3127410505e-05	2.1148072130e-07
6.0643293954e-02	1.0000000000e+03	8.1678351876e+17	4.3923759010e+17	2.3266246637e+00	3.7748644379e-04	2.5420282078e-07	3.9849037563e-04	9.6398591780e-05	2.1690522955e-07
6.2200488256e-02	1.0000000000e+03	8.3776254312e+17	4.5051630252e+17	2.3266405318e+00	3.8056274527e-04	2.5412434827e-07	3.9514525389e-04	9.9747157857e-05	2.2246872639e-07
6.3797668086e-02	1.0000000000e+03	8.5928054954e+17	4.6208462894e+17	2.3266567720e+00	3.8370579266e-04	2.5400524196e-07	3.9172291146e-04	1.0317306470e-04	2.2817476583e-07
6.5435860189e-02	1.0000000000e+03	8.8135138875e+17	4.7395000604e+17	2.3266733841e+00	3.8691505854e-04	2.5384285808e-07	3.8822348848e-04	1.0667617480e-04	2.3402699246e-07
6.7116117675e-02	1.0000000000e+03	9.0398926731e+17	4.8612006147e+17	2.3266903676e+00	3.9018991049e-04	2.5363451154e-07	3.8464722125e-04	1.1025625441e-04	2.4002914368e-07
6.8839520696e-02	1.0000000000e+03	9.2720875676e+17	4.9860261874e+17	2.3267077215e+00	3.9352960883e-04	2.5337748306e-07	3.8099444504e-04	1.1391297079e-04	2.4618505208e-07
7.0607177141e-02	1.0000000000e+03	9.5102480298e+17	5.1140570226e+17	2.3267254442e+00	3.9693330453e-04	2.5306902694e-07	3.7726559671e-04	1.1764588952e-04	2.5249864786e-07
7.2420223346e-02	1.0000000000e+03	9.7545273581e+17	5.2453754246e+17	2.3267435338e+00	4.0040003710e-04	2.5270637935e-07	3.7346121745e-04	1.2145447177e-04	2.5897396127e-07
7.4279824826e-02	1.0000000000e+03	1.0005082789e+18	5.3800658115e+17	2.3267619907e+00	4.0392887043e-04	2.5228687507e-07	3.6958198719e-04	1.2533803974e-04	2.6561512510e-07
7.6187177023e-02	1.0000000000e+03	1.0262075595e+18	5.5182147688e+17	2.3267808054e+00	4.0751827474e-04	2.5180747434e-07	3.6562858487e-04	1.2929591693e-04	2.7242637747e-07
7.8143506078e-02	1.0000000000e+03	1.0525671196e+18	5.6599111055e+17	2.3267999769e+00	4.1116714150e-04	2.5126556987e-07	3.6160192509e-04	1.3332719065e-04	2.7941206423e-07
8.0150069616e-02	1.0000000000e+03	1.0796039256e+18	5.8052459108e+17	2.3268195045e+00	4.1487412569e-04	2.5065848128e-07	3.5750301067e-04	1.3743085987e-04	2.8657664169e-07
8.2208157552e-02	1.0000000000e+03	1.1073353797e+18	5.9543126133e+17	2.3268393817e+00	4.1863761269e-04	2.4998344376e-07	3.5333292568e-04	1.4160584234e-04	2.9392467967e-07
8.4319092929e-02	1.0000000000e+03	1.1357793311e+18	6.1072070402e+17	2.3268596032e+00	4.2245593973e-04	2.4923779280e-07	3.4909289012e-04	1.4585091967e-04	3.0146086412e-07
8.6484232757e-02	1.0000000000e+03	1.1649540873e+18	6.2640274796e+17	2.3268801620e+00	4.2632721607e-04	2.4841883888e-07	3.4478421892e-04	1.5016477837e-04	3.0919000014e-07
8.8704968897e-02	1.0000000000e+03	1.1948784259e+18	6.4248747434e+17	2.3269010540e+00	4.3024970208e-04	2.4752416922e-07	3.4040841675e-04	1.5454591493e-04	3.1711701495e-07
9.0982728945e-02	1.0000000000e+03	1.2255716066e+18	6.5898522321e+17	2.3269222715e+00	4.3422130603e-04	2.4655127734e-07	3.3596705710e-04	1.5899275690e-04	3.2524696096e-07
9.3318977157e-02	1.0000000000e+03	1.2570533834e+18	6.7590660014e+17	2.3269438071e+00	4.3823988047e-04	2.4549780267e-07	3.3146185607e-04	1.6350358897e-04	3.3358501896e-07
9.5715215390e-02	1.0000000000e+03	1.2893440177e+18	6.9326248301e+17	2.3269656528e+00	4.4230315730e-04	2.4436149449e-07	3.2689465786e-04	1.6807656747e-04	3.4213650130e-07
9.8172984062e-02	1.0000000000e+03	1.3224642908e+18	7.1106402903e+17	2.3269877999e+00	4.4640874856e-04	2.4314022602e-07	3.2226743592e-04	1.7270971927e-04	3.5090685524e-07
1.0069386315e-01	1.0000000000e+03	1.3564355176e+18	7.2932268192e+17	2.3270102411e+00	4.5055426609e-04	2.4183209501e-07	3.1758232370e-04	1.7740091087e-04	3.5990166628e-07
1.0327947319e-01	1.0000000000e+03	1.3912795598e+18	7.4805017924e+17	2.3270329631e+00	4.5473687204e-04	2.4043510850e-07	3.1284150144e-04	1.8214796189e-04	3.6912666173e-07
1.0593147635e-01	1.0000000000e+03	1.4270188404e+18	7.6725855994e+17	2.3270559569e+00	4.5895392452e-04	2.3894766856e-07	3.0804735857e-04	1.8694848228e-04	3.7858771414e-07
1.0865157747e-01	1.0000000000e+03	1.4636763578e+18	7.8696017210e+17	2.3270792113e+00	4.6320257187e-04	2.3736828717e-07	3.0320239076e-04	1.9179997550e-04	3.8829084502e-07
1.1144152515e-01	1.0000000000e+03	1.5012757004e+18	8.0716768090e+17	2.3271027146e+00	4.6747985274e-04	2.3569567172e-07	2.9830922371e-04	1.9669981462e-04	3.9824222856e-07
1.1430311291e-01	1.0000000000e+03	1.5398410622e+18	8.2789407671e+17	2.3271264543e+00	4.7178269946e-04	2.3392873875e-07	2.9337061214e-04	2.0164524338e-04	4.0844819543e-07
1.1723818033e-01	1.0000000000e+03	1.5793972577e+18	8.4915268347e+17	2.3271504174e+00	4.7610794192e-04	2.3206662746e-07	2.8838943820e-04	2.0663337774e-04	4.1891523670e-07
1.2024861420e-01	1.0000000000e+03	1.6199697380e+18	8.7095716727e+17	2.3271745902e+00	4.8045231204e-04	2.3010871247e-07	2.8336870937e-04	2.1166120791e-04	4.2965000788e-07
1.2333634979e-01	1.0000000000e+03	1.6615846073e+18	8.9332154509e+17	2.3271989586e+00	4.8481244862e-04	2.2805461606e-07	2.7831155584e-04	2.1672560107e-04	4.4065933296e-07
1.2650337204e-01	1.0000000000e+03	1.7042686393e+18	9.1626019386e+17	2.3272235075e+00	4.8918490287e-04	2.2590421951e-07	2.7322122722e-04	2.2182330456e-04	4.5195020867e-07
1.2975171687e-01	1.0000000000e+03	1.7480492947e+18	9.3978785966e+17	2.3272482216e+00	4.9356614435e-04	2.2365767359e-07	2.6810108871e-04	2.2695094976e-04	4.6352980876e-07
1.3308347247e-01	1.0000000000e+03	1.7929547383e+18	9.6391966724e+17	2.3272730849e+00	4.9795256753e-04	2.2131540787e-07	2.6295461652e-04	2.3210505661e-04	4.7540548841e-07
1.3650078065e-01	1.0000000000e+03	1.8390138575e+18	9.8867112970e+17	2.3272980809e+00	5.0234049884e-04	2.1887813893e-07	2.5778539273e-04	2.3728203880e-04	4.8758478874e-07
1.4000583825e-01	1.0000000000e+03	1.8862562804e+18	1.0140581585e+18	2.3273231924e+00	5.0672620427e-04	2.1634687714e-07	2.5259709934e-04	2.4247820970e-04	5.0007544143e-07
1.4360089847e-01	1.0000000000e+03	1.9347123951e+18	1.0400970737e+18	2.3273484019e+00	5.1110589746e-04	2.1372293201e-07	2.4739351171e-04	2.4768978889e-04	5.1288537345e-07
1.4728827239e-01	1.0000000000e+03	1.9844133690e+18	1.0668046143e+18	2.3273736915e+00	5.1547574833e-04	2.1100791598e-07	2.4217849125e-04	2.5291290953e-04	5.2602271192e-07
1.5107033045e-01	1.0000000000e+03	2.0353911686e+18	1.0941979493e+18	2.3273990428e+00	5.1983189212e-04	2.0820374645e-07	2.3695597739e-04	2.5814362636e-04	5.3949578902e-07
1.5494950393e-01	1.0000000000e+03	2.0876785804e+18	1.1222946885e+18	2.3274244369e+00	5.2417043896e-04	2.0531264605e-07	2.3172997883e-04	2.6337792445e-04	5.5331314712e-07
1.5892828656e-01	1.0000000000e+03	2.1413092315e+18	1.1511128937e+18	2.3274498548e+00	5.2848748377e-04	2.0233714104e-07	2.2650456420e-04	2.6861172857e-04	5.6748354393e-07
1.6300923610e-01	1.0000000000e+03	2.1963176113e+18	1.1806710909e+18	2.3274752770e+00	5.3277911661e-04	1.9928005768e-07	2.2128385192e-04	2.7384091334e-04	5.8201595786e-07
1.6719497597e-01	1.0000000000e+03	2.2527390936e+18	1.2109882814e+18	2.3275006839e+00	5.3704143332e-04	1.9614451671e-07	2.1607199952e-04	2.7906131392e-04	5.9691959341e-07
1.7148819699e-01	1.0000000000e+03	2.3106099595e+18	1.2420839546e+18	2.3275260557e+00	5.4127054647e-04	1.9293392567e-07	2.1087319236e-04	2.8426873734e-04	6.1220388675e-07
1.7589165903e-01	1.0000000000e+03	2.3699674201e+18	1.2739781004e+18	2.3275513724e+00	5.4546259653e-04	1.8965196922e-07	2.0569163171e-04	2.8945897437e-04	6.2787851145e-07
1.8040819287e-01	1.0000000000e+03	2.4308496411e+18	1.3066912218e+18	2.3275766140e+00	5.4961376321e-04	1.8630259743e-07	2.0053152252e-04	2.9462781184e-04	6.4395338429e-07
1.8504070195e-01	1.0000000000e+03	2.4932957664e+18	1.3402443485e+18	2.3276017604e+00	5.5372027694e-04	1.8289001201e-07	1.9539706060e-04	2.9977104549e-04	6.6043867119e-07
1.8979216428e-01	1.0000000000e+03	2.5573459443e+18	1.3746590501e+18	2.3276267918e+00	5.5777843032e-04	1.7941865063e-07	1.9029241955e-04	3.0488449301e-04	6.7734479337e-07
1.9466563433e-01	1.0000000000e+03	2.6230413522e+18	1.4099574500e+18	2.3276516882e+00	5.6178458964e-04	1.7589316934e-07	1.8522173740e-04	3.0996400747e-04	6.9468243357e-07
1.9966424501e-01	1.0000000000e+03	2.6904242240e+18	1.4461622397e+18	2.3276764299e+00	5.6573520625e-04	1.7231842326e-07	1.8018910308e-04	3.1500549090e-04	7.1246254240e-07
2.0479120967e-01	1.0000000000e+03	2.7595378765e+18	1.4832966936e+18	2.3277009976e+00	5.6962682771e-04	1.6869944560e-07	1.7519854284e-04	3.2000490787e-04	7.3069634494e-07
2.1004982417e-01	1.0000000000e+03	2.8304267373e+18	1.5213846833e+18	2.3277253697e+00	5.7345596398e-04	1.6504135618e-07	1.7025397839e-04	3.2495832745e-04	7.4939534746e-07
2.1544346900e-01	1.0000000000e+03	2.9031363745e+18	1.5604506939e+18	2.3277495326e+00	5.7721969289e-04	1.6134962281e-07	1.6535932995e-04	3.2986181999e-04	7.6857134392e-07
2.2097561148e-01	1.0000000000e+03	2.9777135240e+18	1.6005198387e+18	2.3277734653e+00	5.8091475339e-04	1.5762959462e-07	1.6051832263e-04	3.3471165112e-04	7.8823642350e-07
2.2664980793e-01	1.0000000000e+03	3.0542061213e+18	1.6416178763e+18	2.3277971501e+00	5.8453818361e-04	1.5388678089e-07	1.5573459778e-04	3.3950417019e-04	8.0840297737e-07
2.3246970600e-01	1.0000000000e+03	3.1326633314e+18	1.6837712264e+18	2.3278205698e+00	5.8808716853e-04	1.5012674591e-07	1.5101166844e-04	3.4423585492e-04	8.2908370610e-07
2.3843904701e-01	1.0000000000e+03	3.2131355808e+18	1.7270069874e+18	2.3278437078e+00	5.9155904852e-04	1.4635508220e-07	1.4635290746e-04	3.4890332332e-04	8.5029162714e-07
2.4456166835e-01	1.0000000000e+03	3.2956745899e+18	1.7713529532e+18	2.3278665483e+00	5.9495132714e-04	1.4257738349e-07	1.4176153624e-04	3.5350334503e-04	8.7204008246e-07
2.5084150593e-01	1.0000000000e+03	3.3803334064e+18	1.8168376316e+18	2.3278890762e+00	5.9826167820e-04	1.3879921786e-07	1.3724061422e-04	3.5803285179e-04	8.9434274634e-07
2.5728259674e-01	1.0000000000e+03	3.4671664392e+18	1.8634902625e+18	2.3279112771e+00	6.0148795199e-04	1.3502610117e-07	1.3279302926e-04	3.6248894717e-04	9.1721363339e-07
2.6388908145e-01	1.0000000000e+03	3.5562294936e+18	1.9113408364e+18	2.3279331376e+00	6.0462818069e-04	1.3126347108e-07	1.2842148886e-04	3.6686891535e-04	9.4066710670e-07
2.7066520700e-01	1.0000000000e+03	3.6475798073e+18	1.9604201140e+18	2.3279546451e+00	6.0768058282e-04	1.2751666184e-07	1.2412851240e-04	3.7117022892e-04	9.6471788616e-07
2.7761532944e-01	1.0000000000e+03	3.7412760876e+18	2.0107596460e+18	2.3279757901e+00	6.1064370203e-04	1.2379092847e-07	1.1991644460e-04	3.7539053539e-04	9.8938105696e-07
2.8474391665e-01	1.0000000000e+03	3.8373785478e+18	2.0623917929e+18	2.3279965570e+00	6.1351584908e-04	1.2009122274e-07	1.1578736597e-04	3.7952774700e-04	1.0146720786e-06
2.9205555122e-01	1.0000000000e+03	3.9359489479e+18	2.1153497465e+18	2.3280169388e+00	6.1629597625e-04	1.1642248704e-07	1.1174321987e-04	3.8357991334e-04	1.0406067931e-06
2.9955493344e-01	1.0000000000e+03	4.0370506336e+18	2.1696675508e+18	2.3280369266e+00	6.1898307300e-04	1.1278941440e-07	1.0778571740e-04	3.8754531675e-04	1.0672014350e-06
3.0724688427e-01	1.0000000000e+03	4.1407485768e+18	2.2253801239e+18	2.3280565126e+00	6.2157632315e-04	1.0919648836e-07	1.0391635939e-04	3.9142245022e-04	1.0944726399e-06
3.1513634849e-01	1.0000000000e+03	4.2471094177e+18	2.2825232806e+18	2.3280756901e+00	6.2407510363e-04	1.0564796692e-07	1.0013643548e-04	3.9521001841e-04	1.1224374544e-06
3.2322839782e-01	1.0000000000e+03	4.3562015080e+18	2.3411337553e+18	2.3280944533e+00	6.2647898224e-04	1.0214786846e-07	9.6447024319e-05	3.9890693739e-04	1.1511133454e-06
3.3152823423e-01	1.0000000000e+03	4.4680949546e+18	2.4012492258e+18	2.3281127974e+00	6.2878771450e-04	9.8699959783e-08	9.2848995005e-05	4.0251233328e-04	1.1805182107e-06
3.4004119327e-01	1.0000000000e+03	4.5828616649e+18	2.4629083371e+18	2.3281307186e+00	6.3100123970e-04	9.5307746218e-08	8.9343009504e-05	4.0602553978e-04	1.2106703881e-06
3.4877274748e-01	1.0000000000e+03	4.7005753933e+18	2.5261507268e+18	2.3281482141e+00	6.3311967610e-04	9.1974463938e-08	8.5929526210e-05	4.0944609464e-04	1.2415886668e-06
3.5772850994e-01	1.0000000000e+03	4.8213117884e+18	2.5910170502e+18	2.3281652821e+00	6.3514331536e-04	8.8703074356e-08	8.2608804478e-05	4.1277373515e-04	1.2732922970e-06
3.6691423784e-01	1.0000000000e+03	4.9451484413e+18	2.6575490066e+18	2.3281819201e+00	6.3707250876e-04	8.5496234073e-08	7.9380898828e-05	4.1600840391e-04	1.3058010014e-06
3.7633583623e-01	1.0000000000e+03	5.0721649381e+18	2.7257893659e+18	2.3281981315e+00	6.3890810822e-04	8.2356404809e-08	7.6245712460e-05	4.1915019527e-04	1.3391349857e-06
3.8599936177e-01	1.0000000000e+03	5.2024429072e+18	2.7957819965e+18	2.3282139155e+00	6.4065075802e-04	7.9285678146e-08	7.3202929911e-05	4.2219942275e-04	1.3733149499e-06
3.9591102665e-01	1.0000000000e+03	5.3360660746e+18	2.8675718930e+18	2.3282292735e+00	6.4230137551e-04	7.6285901560e-08	7.0252077214e-05	4.2515655883e-04	1.4083621000e-06
